id,name,date,RFC,IMMEX,SIC,qnty
"11281aac-b0c7-c6e2-92ca-4815eeea6de8","ALFMEIR DE MEXICO S. A. DE C. V.","2008-04-28 15:33:45","1","1","1","16"
"11c00846-ee1d-0617-c61b-4601c84ac3fa","Kor Manufacturing, S.A de C.V.","2007-03-22 00:05:15","0","1","1","16"
"12f1fc03-0f4b-3a12-d828-4bfc042da388","Hyspan de Mexico, S.A. de C.V.","2010-05-25 17:09:20","0","1","1","10"
"13b8c4b4-6c14-d8d5-9aac-485843d0f797","Bufete Diaz Quintana y Asociados","2008-06-17 23:05:31","0","1","1","14"
"13da6079-a838-4994-812f-55f087cd4109","SI Sewing","2015-09-09 19:25:19","0","1","1","18"
"1494307c-cdee-ace5-c996-5078ca321735","OPA Mexicana , S.A. de C.V.","2012-10-13 01:59:14","0","1","1","15"
"14c54e2c-6d77-11ea-b799-00113210ce89","Productos Anderson, SA de CV","2020-03-23 19:28:00","0","1","1","25"
"14ce8ba5-2197-f3ce-a562-44d9424e224b","Industrias La Mesa de Tijuana, S.A. de C.V.","2006-08-09 02:02:03","0","1","1","9"
"14ffb0ab-4607-b48d-7c60-480e3256ed8a","AMP INDUSTRIAL MEXICANA S.A DE C.V","2008-04-22 18:45:28","0","1","1","17"
"1517facc-16c6-fa98-b6d5-54e4ce48f0bc","Autosplice Mexico S. de R.L. de C.V.","2015-02-18 17:39:01","0","1","1","16"
"154e1a03-3a2c-581f-6872-4f0c77da6ddd","Bufete Diaz Quintana y Asociados","2012-01-10 17:40:08","1","1","1","18"
"15b0ed72-0aa4-275e-c902-4546384bd59e","Ajosia Ensambladora y Manufacturas, S.A de C.V.","2006-10-30 17:37:55","0","1","1","14"
"15ba4c04-0c2c-8819-df74-4f58ee4d6fc6","Hutchinson (stillman) seal de Mexico S.A de C.V","2012-03-08 17:37:56","0","1","1","15"
"15cd328b-7e0a-faf3-1850-503e4a9a213e","Sunbank de Mexico S. de R.L. de C.V.","2012-08-29 17:01:41","0","1","1","10"
"16300ca5-3672-a8d4-5a55-44f711efde1e","Baja JP, S. de R.L. de C.V.","2006-08-31 16:42:55","0","1","1","14"
"169f392a-eb22-acfa-0e53-46115bdefd98","Denso Mexico , S.A. de C.V.","2007-04-02 19:39:01","0","1","1","16"
"17869928-9f7f-13fd-e806-44e625b94066","Framemax de Mexico, S. de R.L de C.V.","2006-08-18 20:37:26","0","1","1","13"
"17a6372d-34e3-c37a-263c-483c411d8e8a","COOPER STANDARD AUTOMOTIVE S.A DE C.V","2008-05-27 17:14:22","0","1","1","20"
"17d9f0cb-6976-03a5-710f-5682f4e212a5","Amphenol Optimize de Mexico, S.A. De C.V.","2015-12-29 21:02:13","0","1","1","11"
"17f79d3d-3582-149f-480b-446a36d251a1","CSRD de Mexico, S de RL de C.V.","2006-05-16 20:31:31","0","1","1","16"
"185b3b66-742c-1227-8dc0-46ba2ff932e6","AUTO VAC SYSTEMS DE MEXICO, S.A. DE C.V.","2007-08-08 21:01:38","0","1","1","13"
"1875d587-cdf9-d421-71ab-5bcdf8315ec8","ALETLER SA DE CV","2018-10-22 16:20:39","0","1","1","17"
"18b5beae-bd02-e074-87fb-464c7b702c38","TERMO PLASTICOS ELECTRICOS, S.A. DE C.V.","2007-05-17 15:57:00","0","1","1","18"
"18bd10f4-7504-d53b-ffc1-4c17ed0cb7da","Stuller Mexico, S. de R.L. de C.V.","2010-06-15 21:15:23","0","1","1","11"
"18c78732-6557-9ec1-e89c-44e25eb2ef05","BI Technologies, S.A de C.V.","2006-08-15 23:54:28","0","1","1","16"
"191a1d1d-0cfc-9304-3c42-46042a56311f","Maquiladora de San Diego, S.A de C.V/","2007-03-23 19:26:56","1","1","1","14"
"191c74a1-0c3c-152b-5421-5980ba5d6bc6","Schlage de Mexico S.A de C.V. (Allegion)","2017-08-01 17:31:14","0","1","1","17"
"1937fe7b-582a-596a-8abc-4980cb333586","Viziflez Seels de Mexico, S.A de C.V.","2009-01-28 21:18:11","0","1","1","10"
"1941e6c5-3bd2-0f0c-63de-44288cab5c2c","Holm industries, S.A de C.V.","2006-03-28 01:07:06","0","1","1","16"
"1948691f-856d-7b90-69fc-481a1ff80d80","PANASONIC ELECTRIC WORKS MEXICANA S.A DE C.V","2008-05-01 19:54:27","0","1","1","18"
"19934408-e69a-c9f7-1954-5660b4bea685","Newell Window Furnishings De Mexico, S. De R.L. De C.V.","2015-12-03 21:31:59","0","1","1","11"
"19fbb1be-c9cf-ec43-8c9c-48b3181361f0","SIGLOS PRODUCTOS DE MEXICO , S.A DE C.V","2008-08-25 20:40:46","0","1","1","15"
"19fd23d0-fd4b-1df7-933f-4550e1c3c9b8","Hanil Electronics Mexico, S.A de C.V.","2006-11-07 19:40:49","0","1","1","9"
"1a2c2de7-e0e6-b0c3-a400-4507104bb4f1","New Image Mexico, S.A. de C.V.","2006-09-12 19:56:11","0","1","1","7"
"1a7cd25f-ac9e-2c77-ffc7-44d1518e0291","Geode Seco, S.A. de C.V.","2006-08-03 01:31:02","0","1","1","10"
"1a85e591-82d3-5c79-1755-4819e9fa8d21","MULTIALAMBRES DEL NOROESTE, S.A DE C.V","2008-05-01 16:01:32","0","1","1","18"
"1b29f9ea-f28b-c2d9-2df0-4980c741a90d","ZF Sachs Automative Mexico, S.A de C.V.","2009-01-28 21:01:53","0","1","1","9"
"1b3c1a38-e4dc-c11d-a28a-4829f04a3258","Free Trade Co S. de R. L de C. V","2008-05-13 19:49:36","0","1","1","20"
"1b3f7556-2c29-2241-31f6-5660d1ad93ca","Industrias APSON, S.A.","2015-12-03 23:36:12","0","1","1","11"
"1b450dd2-5de0-193f-b154-53e152000e2c","Productos Internacionales Mabe, S.A. de C.V.","2014-08-05 21:55:30","0","1","1","11"
"1b67ad72-4224-f902-310b-4433f22c722a","MCR Cartones Impresos, S.A de C.V.","2006-04-05 16:36:42","0","1","1","15"
"1b78e8ce-e9e0-8a23-1488-494c2b04b440","Bling Bling S. de R.L. de C.V.","2008-12-19 23:19:19","0","1","1","15"
"1b82da20-9fd4-337c-becc-5537ffd99aba","Mesquita Maquiladora, S. De R.L. De C.V.","2015-04-22 20:07:06","0","1","1","19"
"1b9575b8-c3cc-0201-d261-4609a7918a2d","Febricas Monterrey, S.A. De C.V.","2007-03-27 23:24:30","1","1","1","15"
"1b9ced2f-c85a-ee3a-c4cb-45d367089066","TECNICA MEXICANA DE ALIMENTACION, S.A DE C.V.","2007-02-14 19:46:39","0","1","1","17"
"1bdaf6d9-27ce-b591-ebd1-44fdd13ab08b","Cerveceria Mexicana, S de R.L. de C.V.","2006-09-05 19:33:44","1","1","1","15"
"1bdd3c20-deb8-948d-2771-4c87c80bcebb","O'Neill, S. de R.L. de C.V.","2010-09-08 17:32:30","0","1","1","9"
"1bede8dc-326f-fd06-389a-49778937da5d","Lang-Mekra Mexico, S. de R.L. de C.V.","2009-01-21 20:46:53","0","1","1","11"
"1c439ea2-2db5-6e58-6c6f-4e656de7f73b","Abastecedores Pecuarios Lozano, S. A de C. V.","2011-09-06 00:45:12","0","1","1","14"
"1cf66f5d-ff3d-795a-fb99-53ebca72f5a2","Alpha Hilex, S.A. De C.V.","2014-08-13 20:26:42","0","1","1","11"
"1d280720-c652-e19d-65a2-4e2ef7295cee","SEMEX (Semaforos Nacionales)","2011-07-26 17:19:31","0","1","1","10"
"1d5a71c9-dec9-47b3-2b55-474da09ac0eb","RSI HOME PRODUCTS,S. DE R.L. C.V.","2007-11-28 17:06:42","0","1","1","10"
"1d7e9575-10f8-2a6b-f41b-481a19c26922","OH SUNG MEXICO S.A DE C.V","2008-05-01 19:25:21","0","1","1","18"
"1e252197-b16a-4b28-376b-5005b3e005ec","AVENT S. DE R.L. DE C.V.","2012-07-17 18:50:27","0","1","1","15"
"1e4942bf-6dfc-11ea-b799-00113210ce89","Ceramicas San Lorenzo","2020-03-24 11:20:19","0","1","1","25"
"1e7c9c0e-0ba1-2b81-679c-4c100d3ed346","Benthic Products, S. de R.L. de C.V.","2010-06-09 21:53:34","0","1","1","11"
"1e83f6e9-070c-5e46-29a6-4edcfc49c059","Arad, S.A. de C.V.","2011-12-05 17:17:30","0","1","1","10"
"1e953060-f2ce-2925-7635-4f05e3ae46c7","Baja Industries, S de R.L. de C.V.","2012-01-05 17:53:42","0","1","1","17"
"1ebb93f7-4582-5fa9-a2cd-4edd25efd971","Imperial Toy de Mexico, S. de R. L. de C. V.","2011-12-05 20:10:29","0","1","1","8"
"1ebf8748-9daa-7be8-f592-500715631c94","PMP Tijuana, R. de R.L. de C.V.","2012-07-18 20:00:25","0","1","1","11"
"1ef90dea-c86f-a51d-0d52-48b31a648c16","TAIYO YUDEN DE MEXICO , S.A DE C.V.","2008-08-25 20:46:54","0","1","1","15"
"1f0e9752-2c45-2abc-bc5b-46f96b7f004a","Chiyoda Integre de Baja California, S.A. de C.V.","2007-09-25 20:13:45","1","1","1","12"
"1f34026c-2c53-2bb7-847d-49ef82b35536","Rampack, S.A. de CV.","2009-04-22 20:46:27","0","1","1","14"
"1f558d65-232e-ca1a-66c1-5d51cdd4046a","Papeles y Conversiones de Mexico S.A de C.V.","2019-08-12 20:33:22","0","1","1","13"
"1fdf179a-e92b-2d3d-a825-48ee59010983","Cweco de Mexico, S.A de C.V.","2008-10-09 19:21:28","0","1","1","11"
"20562485-d462-0c59-70dc-54ad99f27fe5","Welmar De Mexico, S. De R.L. De C.V.","2015-01-07 20:39:28","0","1","1","16"
"20b1f055-165d-2fb2-82b8-4ed820d0230b","Moldes Saltillo, S. A de C. V","2011-12-02 00:50:34","0","1","1","12"
"21207441-f8af-8469-2e14-5cb8e2bf5de3","Tubac Manufacturing S. de R.L de C.V.","2019-04-18 20:49:53","0","1","1","13"
"212603de-ab36-2ab2-9e91-44d7a5a5575a","Standex de Mexico, S.A de C.V.","2006-08-07 20:39:45","0","1","1","17"
"212e2d07-9986-44cc-2f1d-483c36ef0767","CATERPILLAR TORREON S.R.L DE C.V","2008-05-27 16:29:34","1","1","1","20"
"2130aa1c-f6e7-5f60-5a73-45ad7501a9d5","Pro Nanya Plastics Company, S.A de C.V.","2007-01-17 01:02:00","0","1","1","15"
"218eb063-dc71-3cb1-c270-44b5478e4b90","Medtronic México, S. de R.L. de C.V.","2006-07-12 19:02:06","0","1","1","11"
"21d23396-efcd-814f-a80b-572a50feb9f4","A&B HIERROS, COLORES Y MADERAS, S.A. DE C.V.","2016-05-04 19:42:29","0","1","1","14"
"21ec087c-f835-9c04-6993-5314bfdff8aa","Fabricacion De Alimentos Tenerife, S.A. De C.V.","2014-03-03 17:43:13","0","1","1","17"
"220f0362-dad5-8112-b0e8-4762f6509ac1","ICU MEDICAL DE MEXICO, S.A DE C.V.","2007-12-14 21:31:05","0","1","1","10"
"22572c06-a71c-707b-25db-45366f23331d","Taylor Musical Instruments de Mexico, S. de R.L de C.V.","2006-10-18 18:15:28","0","1","1","15"
"22de4f81-f9ea-f988-ca86-550b2e9f6d8c","Electronics Profesional Desing, S.A.","2015-03-19 20:16:07","0","1","1","15"
"22f3660c-5416-35f5-2fb6-462cf79c3680","Intercraft Burnes","2007-04-23 18:15:12","0","1","1","18"
"22f9eb52-cb80-23d0-4ea3-45d35a41230f","GEO DE SECO, S.A. DE C.V.","2007-02-14 18:52:56","1","1","1","20"
"233e2878-5b20-02ee-7eac-5761a797a70d","Zoppas Industries de México, S.A. de C.V.","2016-06-15 19:06:39","0","1","1","17"
"23a4035d-f92d-80cb-0a6b-4d90dcb12bd0","Fashion 2000, S. de R.L. de C.V.","2011-03-28 19:09:27","0","1","1","10"
"23aa0576-5bff-3d0c-d74c-481a1c089c4e","ORTHOMED INTERNACIONAL S.A DE C.V","2008-05-01 19:41:21","0","1","1","19"
"23c43e58-6545-fb92-40fe-485a99d4d5d8","Foam Fabricators México, S. A de C. V.","2008-06-19 17:38:29","0","1","1","16"
"23d3ae9c-018c-be0a-5e97-4c0828157a17","Norman Krieger, Inc.","2010-06-03 22:11:14","0","1","1","11"
"23dbecd9-e1a6-e45f-236d-537a658b3777","COLE HERSEE S. DE R.L DE C.V","2014-05-19 20:09:43","0","1","1","14"
"2407c5db-5c8e-e667-c36e-4991d6511069","Empacabados, S. A de C. V.","2009-02-10 19:33:30","1","1","1","24"
"24606471-aa63-3a4f-7e36-58cac40a94fb","AG Mart Produce S. de R.L. de C.V.","2017-03-16 16:58:02","0","1","1","11"
"246db62b-a2db-73ed-4b95-4d49deaef933","CamelBak","2011-02-02 22:46:07","0","1","1","14"
"246eb7df-0d8a-6471-72ef-54248cf4b0dc","Mallinckrodt Medical, S.A. De C.V.","2014-09-25 21:42:28","0","1","1","19"
"24be038a-767c-1289-f1b2-4f15fdc7b55a","Ledec Services","2012-01-17 23:01:54","0","1","1","15"
"24e51166-4192-da62-9fe6-4fda46b53ed9","VOLEX DE MEXICO, S.A. DE C.V.","2012-06-14 20:14:37","0","1","1","12"
"24e6bed6-61d6-c9a8-2187-56e88b89a8bf","Nushoe, S. De R.L. De C.V.","2016-03-15 22:23:24","0","1","1","11"
"255c5cc5-05cc-911f-f974-58b5bd9f5d60","Inoac Polytec de Mexico S.A de C.V.","2017-02-28 18:12:24","0","1","1","12"
"2602d9d1-9193-cc2f-499b-4fecb7949c5f","Mabamex, S.A. de C.V.","2012-06-28 20:00:45","0","1","1","12"
"263a5b5e-4124-6c51-c56f-445958e4370a","Moldeo y Ensamble de Mexico, S.A de C.V.","2006-05-04 01:25:38","0","1","1","15"
"26623db2-45b8-76af-c9b2-480ce8feeb9c","PRODUCTOS DE CONSUMO ELECTRONICO PHILIPS S.A DEC.V","2008-04-21 19:18:57","0","1","1","17"
"26e6d3ab-f220-9410-d609-4fda44e3b3df","SINIL INDUSTRY, S.A DE C.V.","2012-06-14 20:08:37","0","1","1","10"
"272b2aec-8347-472e-d40a-48923efa5991","EMA de Yucatan S. A. de C.V.","2008-07-31 22:35:37","0","1","1","17"
"274603d6-ce2a-4017-6e5b-449c1607df6f","LCWIL, S.A de C.V.","2006-06-23 16:26:07","0","1","1","17"
"27766ef1-8513-ffdc-c0fe-5daf7a58bd5f","Abba Contables","2019-10-22 21:53:37","0","1","1","23"
"27f2cc77-87d3-8617-bb33-462d092444a8","Springs Window Fashions De Tijuana, S. De R.L. de C.V.","2007-04-23 19:31:08","0","1","1","15"
"27f97050-d25a-6ff3-ff57-59f24512214d","Casa Fina Arte en Hierro S.A de C.V","2017-10-26 20:30:17","0","1","1","12"
"27fc6ab0-706b-d34f-c3f3-5c646dd48d23","Manufacturas la Luz S.A de C.V","2019-02-13 19:20:04","0","1","1","19"
"28395684-d81f-a487-d7de-483c46732b6b","FABRICAS MONTERREY S.A DE C.V","2008-05-27 17:37:56","0","1","1","19"
"28787ace-eddb-ce22-cb20-4bbdf5a50897","Industrias Novi de Mexico, S. de R.L. de C.V.","2010-04-08 15:24:07","0","1","1","11"
"28837111-07ee-733b-fe95-4d0f9b74d26a","OSP Recovery de Mexico, S. de R.L. de C.V.","2010-12-20 18:05:58","0","1","1","11"
"2935b27c-6d6e-11ea-b799-00113210ce89","Maquiladora Tegnologica, S. A. De C. V","2020-03-23 18:24:09","0","1","1","25"
"29bb18b4-a9ba-8aa5-1dac-44dd3891e2c1","California Clay Tile de Mexico, S.A de C.V.","2006-08-12 02:08:37","0","1","1","9"
"29cb6a1c-01b7-1aba-026e-53ff830e60de","Maquiladora CJG, S. de R.L de C.V","2014-08-28 19:30:59","0","1","1","11"
"2a1d6407-2840-1bff-75b4-570d52a6187a","FlexTech Manufacturing","2016-04-12 19:55:11","0","1","1","17"
"2a404d9c-dcbf-aedf-4b11-5817a677d04a","Fisher & Paykel Healthcare","2016-10-31 20:17:42","0","1","1","13"
"2a6993be-8de2-f010-6ff9-4b8d8b893287","Criser S.A. de C.V","2010-03-02 22:04:56","0","1","1","11"
"2a77a88d-4d00-929e-2af0-47597d9cb22b","MCCAIN Traffic Supply Mexico, S.A de C.V.","2007-12-07 17:04:14","0","1","1","11"
"2aacd567-7d3a-14be-b970-5980ca25da2b","SE-GI de Mexico S. de R.L de C.V","2017-08-01 18:39:37","0","1","1","13"
"2ab459ec-b430-d59c-8095-45464d7051dc","Servicios y Maquilados Internacionales, S.A de C.V.","2006-10-30 19:07:34","0","1","1","14"
"2ad4ae4b-1ced-3b55-f767-44bbca94d32a","Contraventanas, SA de CV","2006-07-17 17:34:26","0","1","1","14"
"2ad5c33f-fb45-6ef3-5dab-47d06860c91b","MAM de la Frontera, S.A de C.V.","2008-03-06 21:57:49","0","1","1","10"
"2ae8626c-cb1a-e949-2a76-597f9eb42995","CCN Group Mexico S. de R.L. de CV.","2017-07-31 21:16:49","0","1","1","21"
"2af2507c-6db7-191e-cfb8-4463e1ccde55","Honeymex de Tijuana, SA de CV","2006-05-12 01:15:18","0","1","1","12"
"2b8a2a4a-1eb1-3886-5ad9-527ab9beb184","Ureblock, S.A. De C.V.","2013-11-06 21:51:47","0","1","1","12"
"2b9f5587-7c91-d0c4-6a3d-4db5a684c280","INZI DISPLAY MÉXICO S.A. DE C.V.","2011-04-25 16:52:20","0","1","1","12"
"2bc3958f-b4f6-8d53-da8d-4e4472a6a593","Border Assembly S de R. L de C. V.","2011-08-12 00:22:18","0","1","1","15"
"2bf0c129-7513-9fe7-f944-491b5ec1ae77","LEIRU Servicios Aduanales Integrados, S. A. de C. V.","2008-11-12 22:54:04","0","1","1","10"
"2c5729e5-99d9-de62-98c2-483b3a3be795","AEROQUIP DE MEXICO, S. DE RL DE C.V","2008-05-26 22:32:55","0","1","1","19"
"2cd69fc6-0608-beb9-7632-4c17ff1a95cb","Saromi Mexicana, S. de R.L. de C.V.","2010-06-15 22:33:17","0","1","1","10"
"2d2186c1-a0e3-44b3-92a3-4829e60afb19","ELECTROENSAMBLES DE ACUNA S.A DE C.V","2008-05-13 19:06:02","0","1","1","18"
"2d4af08f-97bf-4da3-0fa7-4810d0bf3f37","GST Automotive Safety Components international S.A. de C.V.","2008-04-24 18:26:26","0","1","1","10"
"2d5a11ad-9133-1fd5-da74-48b31c1fbeb1","TRANSACTION PRINTER GROUP DE MEXICO ,S.A DE C.V.","2008-08-25 20:56:14","0","1","1","15"
"2d9eb4e8-05c7-7107-d7d3-443b01173b30","Industrias Electricas AG, S.A de C.V","2006-04-11 01:09:40","0","1","1","10"
"2da51919-63c2-de74-1e8e-4e11ea2149b3","VIGOBYTE DE MEXICO S. A de C. V","2011-07-04 16:30:07","0","1","1","16"
"2eac607d-a3d9-86b8-ad46-5149ef8ad2e7","CETYS Universidad Ensenada","2013-03-20 17:19:39","0","1","1","11"
"2eca71ef-2a2b-4248-f781-45da4fb05c30","Hana Label de Mexico, S.A de C.V.","2007-02-20 01:32:34","0","1","1","15"
"2ed914f2-d079-1070-5db7-46c5db92b5d8","PRODUCTOS MEXICANOS DE CANTERAS, S DE RL DE CV","2007-08-17 17:31:06","0","1","1","12"
"2f953a88-7e7e-9f46-f397-4692ec718440","NIXON INDUSTRIAS DE MEXICO, S.A. DE C.V.","2007-07-10 02:19:18","1","1","1","20"
"2fab4bfb-67c1-333d-7f35-442f0cef783d","WAN INDUSTRIAS, SA DE CV","2006-04-01 23:28:06","0","1","1","11"
"2fedca49-b8c9-cebf-2119-49a467c6a652","Meggitt Aircraft Braking Systems Queretaro, S. de R.L. de C.V.","2009-02-24 21:34:33","0","1","1","10"
"303289b0-e6c0-c938-588b-486ab7056897","Guala Dispensing Mexico, S.A de C.V.","2008-07-01 23:02:33","0","1","1","13"
"30724dbd-adc9-5506-516c-53b1b5b3e20e","E. Tec., S.A. De C.V.","2014-06-30 19:06:57","0","1","1","16"
"307335dd-740b-75f3-818e-4cb35592fbee","Triumph Group Mexico, S. de R.L. de C.V.","2010-10-11 18:22:02","0","1","1","11"
"3096aeb2-f293-9a40-475f-50996b278e0d","VTC West, S.A. de C.V.","2012-11-06 19:57:52","0","1","1","10"
"30a20d35-8b58-7065-337c-44ab07cc7b3b","Gold Plateck, S.A de C.V.","2006-07-05 00:28:26","0","1","1","9"
"30d16162-a67d-8e5a-02c1-443c2449b1aa","Chromalloy, SA de CV","2006-04-11 21:50:31","0","1","1","12"
"30d81c81-1351-305d-419d-53165399afb8","Empresas P.N., S. De R.L. De C.V.","2014-03-04 22:27:46","0","1","1","19"
"30deee6e-9c84-45a6-06b3-47260d81bf05","Zeffer Research & Assoc, S.A de C.V.","2007-10-29 16:44:21","0","1","1","10"
"31043781-22e1-f453-8e62-45352cae1260","PS Exportadora Latinoamericana","2006-10-17 19:20:14","0","1","1","16"
"311c4da1-a0c0-8356-54e6-48689a4600eb","Myet S.A de C.V.","2008-06-30 08:32:49","0","0","0","11"
"312e9f0d-accf-df41-d689-4832f02653f3","M AND B HANGERS DE MEXICO S. DE R.L DE C.V","2008-05-20 15:40:13","0","1","1","18"
"314b8154-acf4-2d8b-2021-56324f5b9fef","TJ Agape S.A de C.V.","2015-10-29 16:53:40","0","1","1","11"
"320191bf-bcb6-5d53-8337-4bb517ecb8b0","CDI, S.A. de C.V.","2010-04-01 22:01:36","0","1","1","11"
"327911d4-fb78-0f62-2727-50819bad5819","SPACEBAG DE MÉXICO S. DE R.L. DE C.V.","2012-10-19 18:25:57","1","1","1","13"
"328d5be8-007b-0571-cd02-4692b8d45191","Asesorias de La Cruz, S.C.","2007-07-09 22:38:05","0","1","1","13"
"32bde477-0a55-7df1-7611-44289262bead","Troqueles de Presicion, S.A de C.V.","2006-03-28 01:35:10","0","1","1","9"
"3358d6e1-3693-f34a-0398-49ca8c03bdf2","Super Packing TKT, S.A de C.V.","2009-03-25 19:55:34","0","1","1","11"
"339d917e-9fb6-bc28-118a-44ad46ff6d3a","West Coast Samples de Mexico, SA de CV","2006-07-06 17:20:23","0","1","1","11"
"339ea064-580b-f603-4e43-480cf4ebb25c","CIE CELAYA S.A DE C.V","2008-04-21 20:09:28","0","1","1","18"
"33cd675b-99e6-11ea-8d50-0287cad9c58d","GPC Consultores","2020-05-19 08:36:12","0","1","1","13"
"34716382-1158-669a-0bd8-468060312c61","Posey S.A de C.V.","2007-06-26 00:39:06","0","1","1","12"
"353a03c2-8e64-7e70-94ff-4ed3f1fe3fb5","Jumbolon de Mexico, S.A. de C.V.","2011-11-28 20:37:33","0","1","1","9"
"35803a6e-2741-7330-3902-4be85ab2b170","MCR Packaging Services, S.A. de C.V.","2010-05-10 19:10:00","0","1","1","12"
"35848255-d5e7-df4c-c1dc-519bf3422d41","OSP Recovery de Mexico, S. de R.L. de C.V.","2013-05-21 22:20:13","1","1","1","11"
"3589c54d-b236-a9e2-d62d-48ee850314a3","Cosmo Fashion, S.A de C.V","2008-10-09 22:28:39","1","1","1","11"
"35a6d78d-d17d-3afc-f622-4602d311a1b1","EXPOPARTES, S.A de C.V.","2007-03-22 19:04:23","1","1","1","14"
"3640d881-a8cc-e2a7-6305-572a344fd233","Tabacos del Pacifico Norte, S.A. De C.V.","2016-05-04 17:44:13","1","1","1","14"
"3687a9ba-da6f-1f4f-2733-47b0997fd881","Labomex MBP, S. de R.L. de C.V.","2008-02-11 18:54:24","0","1","1","10"
"370253af-adf5-19c5-a747-46eaea5b7a8c","Minera Penasquito, S.A. de C.V. Del Grupo Gold Corp Inc","2007-09-14 20:08:30","0","1","1","12"
"3758426c-806b-37b3-9a32-597f9bbdb07e","Arneses y conexiones S.A de c.v.","2017-07-31 21:05:43","0","1","1","23"
"375dcef6-8799-d05b-2905-5293d322bc5d","LX Plasticos juarez","2013-11-25 22:46:37","0","1","1","15"
"376c2999-36c3-49a3-4e37-443beb9f530b","Hemtack, S.A de C.V.","2006-04-11 17:45:33","0","1","1","9"
"37923290-e0e6-9107-ab6f-44b67fcab991","Sam Han Electronics Mexico, S.A de C.V.","2006-07-13 17:16:33","0","1","1","16"
"3844da79-8c8e-9512-ac39-484db2b0b60f","Zebra Pen Manufacturing, S. de R.L. de C.V.","2008-06-09 22:47:22","0","1","1","10"
"387eeed5-7468-4934-86bf-459c4e8101dc","pedro home","2007-01-04 00:47:16","1","1","1","23"
"38944379-0174-1849-7990-499aecaca21f","Maggitt","2009-02-17 16:59:06","1","1","1","11"
"38a20376-35e4-a627-1933-48b32846196f","AZTECAVO SA DE CV","2008-08-25 21:49:35","0","1","1","11"
"38b81e4d-87e0-4a15-ab55-58599d7a9ccc","Thermometrics Mexico S.A de C.V","2016-12-20 21:06:05","0","1","1","9"
"38f6d1c6-3ae5-86fd-07e8-500d9c0a380d","Nankai Mexico, S.A. de C.V.","2012-07-23 18:47:53","0","1","1","12"
"38fafc7d-3626-dff8-52e6-521d289db45d","Empresa Nueva..","2013-08-27 22:30:40","0","1","1","21"
"390b1639-14e5-0925-1eb5-49f9d8f185e4","Baja Resource Services, S. de R.L. de C.V.","2009-04-30 16:55:47","0","1","1","11"
"393d428e-0c0d-1d84-a11a-485aa32df599","ACABADORA DE PRENSAS DE SAN JUAN I, S.A DE C.V","2008-06-19 18:21:28","0","1","1","18"
"395916b7-6820-eea2-07eb-4b45182c7f32","Golden Window","2010-01-06 23:11:38","0","1","1","15"
"3962e471-2e38-7ab4-9ba2-44c6940379a3","SMK Electronica, SA de CV","2006-07-25 21:58:45","0","1","1","14"
"39c0e4d0-996a-795d-1f08-5af3314b0139","Insolcom S. de R.L de C.V.","2018-05-09 17:34:28","0","1","1","22"
